sp;gen;fam;Growth_Rings;Vessel_porosity;Vessel_arangement;Perforation_plates; Intervessel_pits_arregement;Mean_tangential_diameter_of_vessel_lumina;Ground_tissue_fibres;Septa_in_fibers;Fibre_wall_thickness;Parenchyma_Paratracheal;Type_of_parenchyma_banding;Ray_width;Rays_cellular_composition
Abuta_grandifolia;Abuta;MENISPERMACEAE;1;2;3;0;2;2;2;1;2;1;5;2;0
Abuta_rufescens;Abuta;MENISPERMACEAE;0;2;3;0;2;2;1;1;2;0;1;3;4
Acalypha_SPP.;Acalypha;EUPHORBIACEAE;1;2;3;1;2;2;1;0;1;0;5;2;5
Acanthosyris_falcata;Acanthosyris;SANTALACEAE;1;2;1;0;2;1;0;1;2;1;4;2;0
Acanthosyris_glabrata;Acanthosyris;SANTALACEAE;1;2;1;0;1;1;0;1;2;1;5;2;2
Acioa_guianensis;Acioa;CHRYSOBALANACEAE;1;2;3;0;2;3;1;1;2;0;2;0;2
Acmanthera_latifolia;Acmanthera;MALPIGHIACEAE;1;2;3;0;2;0;0;0;2;1;5;1;4
Actinocheita_filicina;Actinocheita;ANACARDIACEAE;1;2;3;0;2;1;0;0;1;1;5;1;2
Actinostemon_amazonicus;Actinostemon;EUPHORBIACEAE;0;2;1;0;2;1;0;1;2;0;1;1;1
Actinostemon_klotzschii;Actinostemon;EUPHORBIACEAE;0;2;3;0;2;0;0;1;1;0;5;0;5
Adelia_SP.;Adelia;EUPHORBIACEAE;1;2;3;0;2;1;0;1;2;0;5;0;2
Adelia_triloba;Adelia;EUPHORBIACEAE;1;2;3;0;2;1;0;1;2;0;2;0;4
Adelobotrys_macrantha;Adelobotrys;MELASTOMATACEAE;1;2;3;0;2;2;0;1;1;1;5;0;1
Adelobotrys_saxosa;Adelobotrys;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;1;0;1
Adenaria_floribunda;Adenaria;LYTHRACEAE;0;2;3;0;2;1;0;0;0;0;5;0;1
Adenocalymma_acutissimum;Adenocalymma;BIGNONIACEAE;0;2;1;0;2;2;0;0;1;1;3;2;5
Adenocalymma_divaricatum;Adenocalymma;BIGNONIACEAE;0;1;3;0;2;1;0;1;1;1;5;2;5
Adiscanthus_fusciflorus;Adiscanthus;RUTACEAE;1;2;1;0;2;0;0;1;2;1;5;1;2
Aegiphila_verticillata;Aegiphila;LAMIACEAE;0;2;3;0;2;1;0;1;1;1;5;2;3
Agarista_revoluta;Agarista;ERICACEAE;0;2;3;1;1;1;0;1;1;1;5;2;4
Agonandra_brasiliensis;Agonandra;OPILIACEAE;1;2;3;0;2;1;1;1;2;0;5;1;0
Aiouea_impressa;Aiouea;LAURACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Alchornea_discolor;Alchornea;EUPHORBIACEAE;1;2;3;0;2;2;0;1;1;0;5;0;1
Alchornea_glandulosa;Alchornea;EUPHORBIACEAE;1;2;3;0;2;2;0;1;0;0;5;1;4
Alchornea_latifolia;Alchornea;EUPHORBIACEAE;0;2;3;0;2;3;0;1;0;0;5;0;1
Alchornea_sidifolia;Alchornea;EUPHORBIACEAE;0;2;3;0;2;2;0;1;0;1;5;1;1
Alchornea_triplinervia;Alchornea;EUPHORBIACEAE;1;2;3;0;2;2;1;1;1;1;1;0;2
Alchorneopsis_floribunda;Alchorneopsis;EUPHORBIACEAE;1;2;3;0;2;2;0;1;0;0;3;1;4
Alchorneopsis_SPP.;Alchorneopsis;EUPHORBIACEAE;1;2;3;0;2;2;1;1;1;0;5;1;4
Alfaroa_costaricensis;Alfaroa;JUGLANDACEAE;1;2;1;0;2;2;0;1;1;1;1;1;4
Alibertia_curviflora;Alibertia;RUBIACEAE;1;2;3;0;2;1;0;1;2;0;1;1;4
Alibertia_edulis;Alibertia;RUBIACEAE;1;2;3;0;2;2;1;1;2;0;1;1;4
Allantoma_decandra;Allantoma;LECYTHIDACEAE;1;2;3;0;2;2;1;1;1;0;1;1;0
Allantoma_lineata;Allantoma;LECYTHIDACEAE;1;2;3;0;2;1;1;1;1;0;2;1;2
Allophylus_cobbe;Allophylus;SAPINDACEAE;1;2;3;0;2;1;0;1;1;1;5;0;0
Allophylus_cominia;Allophylus;SAPINDACEAE;0;2;3;0;2;1;0;0;1;1;5;0;0
Allophylus_crassinervis;Allophylus;SAPINDACEAE;1;2;3;0;2;1;0;0;1;1;5;0;5
Allophylus_floribundus;Allophylus;SAPINDACEAE;1;2;3;0;2;1;0;0;1;0;5;0;2
Alseis_peruviana;Alseis;RUBIACEAE;1;2;3;0;2;1;0;0;1;0;5;2;4
Alseis_pickelii;Alseis;RUBIACEAE;0;2;3;0;2;0;1;0;1;0;5;1;3
Alseis_yucatanensis;Alseis;RUBIACEAE;1;2;3;0;2;1;0;1;1;0;5;2;2
Alvaradoa_amorphoides;Alvaradoa;PICRAMNIACEAE;1;2;1;0;2;1;1;1;1;0;5;1;2
Amaioua_glomerulata;Amaioua;RUBIACEAE;1;2;3;0;2;1;1;1;2;0;1;2;4
Amaioua_guianensis;Amaioua;RUBIACEAE;1;2;1;0;2;1;1;1;2;0;1;2;4
Amanoa_glaucophylla;Amanoa;PHYLLANTHACEAE;1;2;3;0;2;2;0;1;2;0;5;1;4
Amanoa_guianensis;Amanoa;PHYLLANTHACEAE;1;2;3;0;2;2;0;1;2;0;1;1;4
Ampelocera_edentula;Ampelocera;ULMACEAE;1;2;3;0;2;2;0;1;2;1;3;1;2
Ampelocera_hottlei;Ampelocera;ULMACEAE;1;2;3;0;2;1;0;1;1;1;1;2;0
Amphilophium_crucigerum;Amphilophium;BIGNONIACEAE;0;0;1;0;2;3;0;1;1;1;4;2;2
Amphipterygium_adstringens;Amphipterygium;ANACARDIACEAE;1;2;3;2;2;1;0;0;1;1;5;2;2
Amphirrhox_longifolia;Amphirrhox;VIOLACEAE;1;2;1;1;0;0;0;0;1;0;5;1;1
Amphitecna_donnell-smithii;Amphitecna;BIGNONIACEAE;1;2;3;0;2;1;0;1;1;1;5;0;0
Amphitecna_regalis;Amphitecna;BIGNONIACEAE;1;2;3;0;2;1;0;1;1;1;0;0;0
Amphitecna_tuxtlensis;Amphitecna;BIGNONIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;0
Anacardium_excelsum;Anacardium;ANACARDIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;3
Anacardium_giganteum;Anacardium;ANACARDIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Anacardium_occidentale;Anacardium;ANACARDIACEAE;1;2;3;0;2;3;0;1;1;1;5;1;5
Anacardium_parvifolium;Anacardium;ANACARDIACEAE;1;2;3;0;2;3;0;0;0;1;5;0;3
Anacardium_SPP.;Anacardium;ANACARDIACEAE;1;2;3;0;2;1;0;0;1;1;5;1;3
Anacardium_spruceanum;Anacardium;ANACARDIACEAE;1;2;3;0;2;2;0;1;0;1;5;0;2
Anaxagorea_acuminata;Anaxagorea;ANNONACEAE;1;2;3;0;2;1;2;1;1;0;3;2;2
Anaxagorea_dolichocarpa;Anaxagorea;ANNONACEAE;1;2;3;0;2;1;0;1;2;0;3;2;2
Anemopaegma_chamberlaynii;Anemopaegma;BIGNONIACEAE;1;2;3;0;2;2;0;0;1;1;5;1;5
Anemopaegma_prostratum;Anemopaegma;BIGNONIACEAE;0;2;3;0;2;2;0;0;1;1;5;2;5
Anemopaegma_SP.;Anemopaegma;BIGNONIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;3
Aniba_affinis;Aniba;LAURACEAE;1;2;3;0;2;2;0;0;2;1;5;1;2
Aniba_canellila;Aniba;LAURACEAE;0;2;1;0;2;2;0;0;2;1;4;1;2
Aniba_hypoglauca;Aniba;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Aniba_rosaeodora;Aniba;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Aniba_SPP.;Aniba;LAURACEAE;1;2;1;0;2;2;0;0;1;1;4;1;3
Anisophyllea_manausensis;Anisophyllea;ANISOPHYLLEACEAE;1;2;3;0;2;3;2;1;2;1;1;3;4
Anisophyllea_SPP.;Anisophyllea;ANISOPHYLLEACEAE;1;2;3;0;2;3;1;1;1;0;1;3;2
Annona_cacans;Annona;ANNONACEAE;0;2;3;0;2;1;0;1;1;1;1;2;3
Annona_cherimola;Annona;ANNONACEAE;0;2;3;0;2;1;0;1;1;1;4;2;0
Annona_coriacea;Annona;ANNONACEAE;1;2;3;0;2;1;2;1;1;0;3;2;2
Annona_crassiflora;Annona;ANNONACEAE;1;2;3;0;2;1;0;1;1;0;1;2;5
Annona_emarginata;Annona;ANNONACEAE;1;2;3;0;2;1;2;1;1;0;1;2;0
Annona_glabra;Annona;ANNONACEAE;1;2;3;0;2;2;2;1;1;1;1;2;2
Annona_hypoglauca;Annona;ANNONACEAE;1;2;3;0;2;2;0;1;1;1;1;2;2
Annona_jahnii;Annona;ANNONACEAE;0;2;3;0;2;2;0;1;1;1;1;2;0
Annona_montana;Annona;ANNONACEAE;0;2;3;0;2;2;0;1;1;1;3;2;0
Annona_muricata;Annona;ANNONACEAE;1;2;3;0;2;2;2;1;1;1;2;2;2
Annona_neosericea;Annona;ANNONACEAE;0;2;3;0;2;2;0;1;1;0;1;2;2
Annona_purpurea;Annona;ANNONACEAE;1;2;3;0;2;2;0;1;1;1;1;2;0
Annona_squamosa;Annona;ANNONACEAE;1;2;3;0;2;2;0;1;1;0;3;2;2
Annona_sylvatica;Annona;ANNONACEAE;0;2;3;0;2;1;2;1;0;1;3;2;0
Anthodiscus_amazonicus;Anthodiscus;CARYOCARACEAE;1;2;3;0;2;2;0;1;2;1;5;1;4
Anthodiscus_spp.;Anthodiscus;CARYOCARACEAE;1;2;3;0;2;2;0;1;2;1;5;1;4
Anthodon_decussatum;Anthodon;CELASTRACEAE;1;2;1;0;2;2;0;1;1;1;4;3;3
Antirhea_jamaicensis;Antirhea;RUBIACEAE;1;2;3;0;2;0;0;0;1;1;4;1;4
Antirhea_SP.;Antirhea;RUBIACEAE;1;2;3;0;2;0;2;1;1;1;5;1;4
Antonia_ovata;Antonia;LOGANIACEAE;1;2;3;0;2;1;0;1;0;0;5;0;5
Antrocaryon_amazonicum;Antrocaryon;ANACARDIACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3
Antrocaryon_SPP.;Antrocaryon;ANACARDIACEAE;0;2;3;0;2;2;0;0;1;1;5;2;3
Aparisthmium_cordatum;Aparisthmium;EUPHORBIACEAE;1;2;1;0;2;2;1;1;1;0;1;0;4
Aphananthe_monoica;Aphananthe;CANNABACEAE;0;1;3;0;2;1;0;1;1;1;1;1;2
Aptandra_liriosmoides;Aptandra;OLACACEAE;1;2;3;0;2;2;2;1;2;1;1;1;1
Aptandra_tubicina;Aptandra;OLACACEAE;1;2;1;0;2;2;2;1;2;1;1;1;2
Arbutus_tessellata;Arbutus;ERICACEAE;0;2;3;0;2;1;1;1;1;0;5;1;2
Arbutus_xalapensis;Arbutus;ERICACEAE;0;2;3;1;2;0;1;1;1;0;5;2;3
Archytaea_multiflora;Archytaea;BONNETIACEAE;1;2;3;0;2;2;1;1;1;1;5;1;2
Artocarpus_altilis;Artocarpus;MORACEAE;1;2;3;0;2;3;0;1;1;1;5;2;2
Aspidosperma_album;Aspidosperma;APOCYNACEAE;1;2;3;0;2;2;1;1;1;1;5;1;2
Aspidosperma_araracanga;Aspidosperma;APOCYNACEAE;0;2;3;0;2;2;1;1;2;1;5;1;2
Aspidosperma_australe;Aspidosperma;APOCYNACEAE;1;2;3;0;2;0;1;1;1;0;4;0;0
Aspidosperma_cuspa;Aspidosperma;APOCYNACEAE;1;2;3;1;2;0;1;1;2;0;5;1;2
Aspidosperma_cylindrocarpon;Aspidosperma;APOCYNACEAE;1;2;3;0;2;0;1;1;2;0;5;1;2
Aspidosperma_eburneum;Aspidosperma;APOCYNACEAE;1;2;3;0;2;1;1;1;1;0;5;1;0
Aspidosperma_excelsum;Aspidosperma;APOCYNACEAE;1;2;3;0;2;1;2;1;1;1;5;1;2
Aspidosperma_macrocarpon;Aspidosperma;APOCYNACEAE;1;2;3;0;2;1;1;1;1;0;5;0;0
Aspidosperma_megalocarpon;Aspidosperma;APOCYNACEAE;1;2;3;0;2;2;1;1;1;1;5;1;0
Aspidosperma_nitidum;Aspidosperma;APOCYNACEAE;1;2;3;0;2;2;1;1;2;0;1;1;2
Aspidosperma_olivaceum;Aspidosperma;APOCYNACEAE;0;2;3;0;2;1;2;1;1;1;5;0;1
Aspidosperma_parvifolium;Aspidosperma;APOCYNACEAE;1;2;3;0;2;0;2;1;2;0;4;0;0
Aspidosperma_polyneuron;Aspidosperma;APOCYNACEAE;1;2;3;0;2;0;2;1;2;1;5;1;2
Aspidosperma_pyricollum;Aspidosperma;APOCYNACEAE;0;2;3;0;2;1;1;1;1;1;5;0;2
Aspidosperma_quebracho-blanco;Aspidosperma;APOCYNACEAE;1;2;3;0;2;2;1;1;2;1;1;1;2
Aspidosperma_ramiflorum;Aspidosperma;APOCYNACEAE;0;2;3;0;2;1;1;1;1;0;5;1;0
Aspidosperma_spruceanum;Aspidosperma;APOCYNACEAE;1;2;3;0;2;2;2;1;1;1;5;1;2
Aspidosperma_tomentosum;Aspidosperma;APOCYNACEAE;1;2;3;0;2;1;1;1;1;0;4;1;0
Astronium_fraxinifolium;Astronium;ANACARDIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;3
Astronium_graveolens;Astronium;ANACARDIACEAE;1;2;3;0;2;2;0;0;2;1;1;2;2
Astronium_lecointei;Astronium;ANACARDIACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3
Astronium_SPP.;Astronium;ANACARDIACEAE;0;2;3;0;2;1;0;0;1;1;5;2;2
Astronium_ulei;Astronium;ANACARDIACEAE;1;2;3;0;2;1;0;1;1;1;5;1;3
Avicennia_germinans;Avicennia;ACANTHACEAE;1;2;1;0;2;1;0;1;1;1;1;1;1
Avicennia_marina;Avicennia;ACANTHACEAE;1;2;1;0;2;1;0;1;2;1;5;2;5
Avicennia_SPP.;Avicennia;ACANTHACEAE;0;2;3;0;2;1;0;0;2;1;5;2;3
Axinaea_nitida;Axinaea;MELASTOMATACEAE;1;2;3;0;2;0;0;1;0;1;5;1;0
Baccharis_crispa;Baccharis;ASTERACEAE;1;2;1;0;2;0;0;1;1;1;5;1;4
Baccharis_dracunculifolia;Baccharis;ASTERACEAE;0;2;2;0;2;0;2;1;1;1;5;1;0
Badiera_SP.;Badiera;POLYGALACEAE;1;2;3;0;2;0;1;1;2;1;5;1;4
Bagassa_guianensis;Bagassa;MORACEAE;1;2;3;0;2;3;0;1;1;1;5;2;2
Balfourodendron_riedelianum;Balfourodendron;RUTACEAE;0;2;1;0;2;1;0;1;2;1;4;1;2
Balmea_stormiae;Balmea;RUBIACEAE;1;2;3;0;2;1;0;1;0;0;5;1;4
Banara_guianensis;Banara;SALICACEAE;1;2;3;0;2;1;1;0;1;0;5;2;4
Banara_nitida;Banara;SALICACEAE;1;2;3;0;2;1;0;0;1;0;5;2;4
Banara_SPP.;Banara;SALICACEAE;1;2;3;0;2;1;1;0;1;0;5;2;4
Bathysa_sp.;Bathysa;RUBIACEAE;1;2;3;0;2;2;0;0;1;0;5;2;4
Batocarpus_amazonicus;Batocarpus;MORACEAE;1;2;3;0;2;2;0;1;1;1;1;2;3
Bauhinia_forficata;Bauhinia;LEGUMINOSAE;1;2;3;0;2;1;0;1;1;1;5;2;2
Bauhinia_rufa;Bauhinia;LEGUMINOSAE;0;2;3;0;2;1;1;1;2;1;4;1;0
Begonia_parviflora;Begonia;BEGONIACEAE;1;2;3;0;0;1;0;1;1;1;5;3;1
Beilschmiedia_rigida;Beilschmiedia;LAURACEAE;0;2;3;0;2;2;0;1;1;1;4;3;2
Beilschmiedia_SP.;Beilschmiedia;LAURACEAE;1;2;3;0;2;2;0;0;1;1;1;1;3
Beilschmiedia_sulcata;Beilschmiedia;LAURACEAE;0;2;3;0;2;2;2;1;1;1;4;2;3
Bellucia_grossularioides;Bellucia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;0;5
Bellucia_SPP.;Bellucia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;0;5
Berberis_cuatrecasasii;Berberis;BERBERIDACEAE;1;2;3;0;2;0;2;0;1;0;5;3;3
Berberis_quinquefolia;Berberis;BERBERIDACEAE;0;2;1;0;2;1;2;1;1;0;5;2;3
Berberis_vallensis;Berberis;BERBERIDACEAE;1;2;1;0;2;1;0;0;1;0;5;2;2
Bernardia_mexicana;Bernardia;EUPHORBIACEAE;0;2;3;0;2;1;2;1;2;1;5;1;4
Bertholletia_excelsa;Bertholletia;LECYTHIDACEAE;1;2;3;0;2;2;0;1;1;0;2;1;3
Bertiera_guianensis;Bertiera;RUBIACEAE;1;2;3;0;2;0;2;1;1;0;5;1;4
Bignonia_aequinoctialis;Bignonia;BIGNONIACEAE;0;2;1;0;2;2;0;0;1;1;4;2;0
Bignonia_corymbosa;Bignonia;BIGNONIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;0
Bignonia_magnifica;Bignonia;BIGNONIACEAE;1;2;3;0;2;2;0;0;1;1;5;1;5
Billia_rosea;Billia;SAPINDACEAE;1;2;3;2;2;1;0;1;1;1;3;0;0
Bixa_arborea;Bixa;BIXACEAE;1;2;3;0;2;2;1;1;0;0;5;1;3
Bixa_orellana;Bixa;BIXACEAE;1;2;3;0;2;1;1;1;1;0;5;1;2
Blakea_SPP.;Blakea;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;0;2;1
Blakea_subconnata;Blakea;MELASTOMATACEAE;1;2;3;0;2;1;0;0;2;1;1;0;1
Blastemanthus_grandiflorus;Blastemanthus;OCHNACEAE;1;2;1;0;2;1;2;1;2;1;1;1;4
Blastemanthus_SP.;Blastemanthus;OCHNACEAE;1;2;3;0;2;1;2;1;2;1;4;1;4
Bocageopsis_multiflora;Bocageopsis;ANNONACEAE;1;2;3;0;2;2;0;1;2;0;1;2;2
Bocconia_frutescens;Bocconia;PAPAVERACEAE;1;2;3;0;2;2;0;1;1;1;5;3;4
Boehmeria_caudata;Boehmeria;URTICACEAE;1;2;3;0;2;1;0;0;1;1;5;2;3
Bonellia_frutescens;Bonellia;PRIMULACEAE;1;2;3;0;2;1;0;0;1;1;5;3;3
Bonnetia_celiae;Bonnetia;BONNETIACEAE;1;2;3;1;2;1;2;1;2;1;5;1;1
Bonnetia_crassa;Bonnetia;BONNETIACEAE;1;2;3;0;2;2;2;1;2;1;5;1;3
Bonnetia_SPP.;Bonnetia;BONNETIACEAE;1;2;1;0;2;1;1;1;1;1;5;1;1
Bothriospora_corymbosa;Bothriospora;RUBIACEAE;1;2;3;0;2;1;1;0;1;1;5;2;3
Bougainvillea_spectabilis;Bougainvillea;NYCTAGINACEAE;1;2;3;0;2;2;0;1;2;1;0;1;1
Bourreria_ovata;Bourreria;BORAGINACEAE;1;2;3;0;2;1;2;1;1;1;5;1;2
Bourreria_purpusii;Bourreria;BORAGINACEAE;1;2;3;0;2;0;0;1;2;0;1;1;3
Bouvardia_longiflora;Bouvardia;RUBIACEAE;0;2;3;0;2;0;1;1;1;1;5;0;1
Brachyotum_SPP.;Brachyotum;MELASTOMATACEAE;1;2;3;0;1;0;0;1;1;1;5;1;1
Bravaisia_integerrima;Bravaisia;ACANTHACEAE;1;2;3;0;2;2;0;0;1;1;5;2;1
Bredemeyera_SP.;Bredemeyera;POLYGALACEAE;1;2;3;0;2;2;1;1;2;1;5;1;4
Brosimum_alicastrum;Brosimum;MORACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Brosimum_costaricanum;Brosimum;MORACEAE;1;2;3;0;2;2;0;0;2;1;5;2;3
Brosimum_guianense;Brosimum;MORACEAE;1;2;3;0;2;1;0;1;2;1;5;1;3
Brosimum_lactescens;Brosimum;MORACEAE;1;2;3;0;2;2;0;1;1;1;4;1;4
Brosimum_potabile;Brosimum;MORACEAE;1;2;3;0;2;2;0;1;1;1;5;2;2
Brosimum_rubescens;Brosimum;MORACEAE;1;2;3;0;2;2;0;1;1;1;1;1;3
Brosimum_utile;Brosimum;MORACEAE;1;2;3;0;2;2;0;1;1;1;5;2;3
Brunellia_SP.;Brunellia;BRUNELLIACEAE;1;2;1;0;1;0;0;0;1;0;5;1;1
Buchenavia_acuminata;Buchenavia;COMBRETACEAE;1;2;3;0;2;2;0;0;2;1;1;1;2
Buchenavia_fanshawei;Buchenavia;COMBRETACEAE;1;2;3;0;2;3;0;1;2;1;4;0;2
Buchenavia_grandis;Buchenavia;COMBRETACEAE;1;2;3;0;2;2;0;1;2;1;4;0;2
Buchenavia_kleinii;Buchenavia;COMBRETACEAE;1;2;3;0;2;1;0;1;0;1;4;0;2
Buchenavia_oxycarpa;Buchenavia;COMBRETACEAE;1;2;3;0;2;1;0;1;1;1;4;0;2
Buchenavia_tetraphylla;Buchenavia;COMBRETACEAE;1;2;3;0;2;2;0;1;1;1;4;0;2
Buchenavia_tomentosa;Buchenavia;COMBRETACEAE;1;2;3;0;2;1;0;1;2;1;0;1;0
Bucida_macrostachya;Bucida;COMBRETACEAE;1;2;3;0;2;2;0;1;2;1;4;1;2
Bucquetia_glutinosa;Bucquetia;MELASTOMATACEAE;0;2;3;0;2;1;0;1;1;1;5;1;5
Buddleja_americana;Buddleja;SCROPHULARIACEAE;1;2;0;0;2;1;0;1;1;1;5;1;3
Buddleja_parviflora;Buddleja;SCROPHULARIACEAE;1;2;0;0;2;2;0;1;1;1;5;1;2
Buddleja_sessiliflora;Buddleja;SCROPHULARIACEAE;0;2;3;0;2;2;0;1;1;0;5;2;2
Buddleja_SPP.;Buddleja;SCROPHULARIACEAE;0;1;1;0;2;1;0;1;1;1;5;2;3
Buddleja_thyrsoides;Buddleja;SCROPHULARIACEAE;1;2;3;0;2;0;0;1;1;1;5;1;3
Bulnesia_arborea;Bulnesia;ZYGOPHYLLACEAE;1;2;1;0;2;1;0;1;2;1;4;1;0
Bunchosia_argentea;Bunchosia;MALPIGHIACEAE;1;2;3;0;2;2;0;1;2;1;0;1;3
Bunchosia_nitida;Bunchosia;MALPIGHIACEAE;1;2;3;0;2;1;0;1;1;1;1;1;2
Burdachia_prismatocarpa;Burdachia;MALPIGHIACEAE;1;2;0;0;2;1;0;1;2;1;4;1;4
Bursera_copallifera;Bursera;BURSERACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Bursera_graveolens;Bursera;BURSERACEAE;1;2;3;0;2;2;0;0;1;1;5;2;2
Bursera_morelensis;Bursera;BURSERACEAE;1;2;3;0;2;2;0;0;0;1;5;1;3
Bursera_simaruba;Bursera;BURSERACEAE;1;2;3;0;2;2;0;0;0;1;5;2;2
Buxus_glomerata;Buxus;BUXACEAE;1;2;3;1;1;0;1;1;2;1;5;2;2
Byrsonima_aerugo;Byrsonima;MALPIGHIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;4
Byrsonima_basiloba;Byrsonima;MALPIGHIACEAE;1;2;3;2;2;1;2;1;1;1;5;1;5
Byrsonima_coccolobifolia;Byrsonima;MALPIGHIACEAE;1;2;1;2;2;1;0;0;1;1;5;2;5
Byrsonima_crassifolia;Byrsonima;MALPIGHIACEAE;1;2;3;0;2;1;0;0;1;1;4;2;4
Byrsonima_densa;Byrsonima;MALPIGHIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;2
Byrsonima_japurensis;Byrsonima;MALPIGHIACEAE;1;2;3;0;2;1;0;0;1;0;5;2;4
Byrsonima_lucida;Byrsonima;MALPIGHIACEAE;1;2;3;0;2;1;0;0;1;1;4;1;4
Byrsonima_obversa;Byrsonima;MALPIGHIACEAE;1;2;3;2;2;2;0;0;1;1;5;1;4
Byrsonima_verbascifolia;Byrsonima;MALPIGHIACEAE;0;2;1;0;2;1;2;0;1;1;5;2;5
Cabralea_canjerana;Cabralea;MELIACEAE;1;2;3;2;2;2;0;0;1;1;0;1;2
Calatola_costaricensis;Calatola;ICACINACEAE;1;2;3;1;2;1;2;1;1;1;1;2;5
Calophyllum_brasiliense;Calophyllum;CALOPHYLLACEAE;1;2;1;0;2;2;0;1;1;0;1;0;3
Calycogonium_rhomboideum;Calycogonium;MELASTOMATACEAE;1;2;3;0;2;0;0;1;2;1;5;0;1
Calycolpus_glaber;Calycolpus;MYRTACEAE;1;2;1;0;2;2;2;1;2;1;5;1;3
Calycolpus_spp.;Calycolpus;MYRTACEAE;1;2;3;0;2;2;1;1;2;1;5;1;2
Calycophyllum_candidissimum;Calycophyllum;RUBIACEAE;1;2;3;0;2;1;0;0;1;1;5;2;4
Calycophyllum_multiflorum;Calycophyllum;RUBIACEAE;1;2;1;0;2;0;0;0;2;0;5;1;3
Calycophyllum_spruceanum;Calycophyllum;RUBIACEAE;1;2;1;0;2;1;0;0;1;0;5;2;2
Calyptranthes_speciosa;Calyptranthes;MYRTACEAE;1;2;3;0;2;2;2;1;2;1;1;1;4
