sp;gen;fam;Growth_Rings;Vessel_porosity;Vessel_arangement;Perforation_plates; Intervessel_pits_arregement;Mean_tangential_diameter_of_vessel_lumina;Ground_tissue_fibres;Septa_in_fibers;Fibre_wall_thickness;Parenchyma_Paratracheal;Type_of_parenchyma_banding;Ray_width;Rays_cellular_composition
Ocotea_puberula;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;0;1;5;1;2
Ocotea_pulchella;Ocotea;LAURACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Ocotea_schomburgkiana;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2
Ocotea_splendens;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;0;1;5;1;3
Ocotea_tomentella;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3
Odontadenia_macrantha;Odontadenia;APOCYNACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Oecopetalum_mexicanum;Oecopetalum;ICACINACEAE;1;2;3;0;2;1;0;0;1;0;5;1;4
Omphalea_oleifera;Omphalea;EUPHORBIACEAE;1;2;3;0;2;2;1;1;1;0;5;2;4
Ophiocaryon_manausense;Ophiocaryon;SABIACEAE;1;2;3;0;2;2;0;1;2;0;3;2;2
Oreocallis_grandiflora;Oreocallis;PROTEACEAE;1;1;3;0;2;0;0;0;1;1;5;2;5
Oreomunnea_pterocarpa;Oreomunnea;JUGLANDACEAE;1;2;0;0;2;0;1;1;1;0;1;3;2
Oreopanax_peltatus;Oreopanax;ARALIACEAE;1;2;1;0;2;2;0;1;1;0;1;1;2
Oreopanax_SPP.;Oreopanax;ARALIACEAE;1;2;3;0;0;1;0;1;0;1;5;2;3
Oreopanax_xalapense;Oreopanax;ARALIACEAE;1;2;3;1;1;1;0;0;0;0;5;2;3
Orthion_oblanceolatum;Orthion;VIOLACEAE;1;2;1;1;2;1;0;1;0;1;5;2;5
Orthopterygium_huaucui;Orthopterygium;ANACARDIACEAE;1;2;3;0;2;2;0;1;2;1;1;2;3
Osmanthus_americanus;Osmanthus;OLEACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3
Ossaea_laxivenula;Ossaea;MELASTOMATACEAE;0;2;2;0;2;0;0;1;1;1;4;1;2
Ossaea_micrantha;Ossaea;MELASTOMATACEAE;1;2;3;0;2;0;0;0;1;1;5;0;1
Ostrya_virginiana;Ostrya;BETULACEAE;0;2;3;1;2;1;0;1;1;0;4;1;0
Otoba_SP.;Otoba;MYRISTICACEAE;0;2;1;0;2;1;0;1;1;0;1;1;2
Ottoschulzia_pallida;Ottoschulzia;ICACINACEAE;1;2;0;1;2;1;2;1;1;0;1;3;4
Ouratea_castaneaefolia;Ouratea;OCHNACEAE;1;2;3;1;1;1;2;1;1;1;5;3;5
Ouratea_spectabilis;Ouratea;OCHNACEAE;1;2;3;0;2;2;1;1;2;1;5;1;4
Oxandra_asbeckii;Oxandra;ANNONACEAE;1;2;3;0;2;1;2;1;1;1;5;2;5
Oxandra_lanceolata;Oxandra;ANNONACEAE;1;2;3;0;2;1;0;1;2;0;2;1;3
Oxandra_riedeliana;Oxandra;ANNONACEAE;1;2;3;0;2;0;2;1;2;0;3;2;3
Oxandra_venezuela;Oxandra;ANNONACEAE;1;2;3;0;2;2;0;1;1;0;1;2;3
Pachyanthus_cubensis;Pachyanthus;MELASTOMATACEAE;0;2;3;0;2;1;0;1;1;0;1;3;0
Pachycormus_discolor;Pachycormus;ANACARDIACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3
Pachyloma_huberioides;Pachyloma;MELASTOMATACEAE;0;2;3;0;2;1;0;1;1;1;5;2;2
Pagamea_capitata;Pagamea;RUBIACEAE;1;2;1;0;2;2;0;0;1;1;5;1;5
Pagamea_guianensis;Pagamea;RUBIACEAE;0;2;3;0;2;1;1;1;1;1;1;1;4
Pagamea_SPP.;Pagamea;RUBIACEAE;1;2;3;2;2;2;2;1;1;0;0;2;4
Palicourea_crocea;Palicourea;RUBIACEAE;1;2;3;0;2;2;1;1;2;1;5;1;3
Palicourea_guianensis;Palicourea;RUBIACEAE;1;2;3;0;2;1;1;0;1;0;5;1;3
Panopsis_sessilifolia;Panopsis;PROTEACEAE;1;2;3;0;2;0;0;0;2;0;5;2;4
Parahancornia_fasciculata;Parahancornia;APOCYNACEAE;1;2;3;0;2;2;0;1;2;1;0;1;2
Parahancornia_peruviana;Parahancornia;APOCYNACEAE;1;2;3;0;2;2;1;1;1;0;1;1;0
Parinari_campestris;Parinari;CHRYSOBALANACEAE;1;1;1;0;2;1;0;1;1;1;4;1;0
Parinari_SPP.;Parinari;CHRYSOBALANACEAE;1;2;3;0;2;3;1;1;1;0;1;0;3
Parmentiera_macrophylla;Parmentiera;BIGNONIACEAE;1;2;1;0;2;3;1;1;2;0;2;0;3
Parthenium_argentatum;Parthenium;ASTERACEAE;1;2;3;2;2;1;0;0;1;1;4;1;0
Parthenium_incanum;Parthenium;ASTERACEAE;0;0;3;0;2;1;0;1;2;1;5;2;2
Passiflora_mollissima;Passiflora;PASSIFLORACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4
Pausandra_spp.;Pausandra;EUPHORBIACEAE;1;2;3;0;2;3;0;1;1;1;5;3;5
Paypayrola_guianensis;Paypayrola;VIOLACEAE;1;2;3;0;2;0;0;1;2;0;1;1;4
Paypayrola_SP.;Paypayrola;VIOLACEAE;1;2;1;1;0;0;0;0;2;0;5;2;5
Pelliciera_rhizophorae;Pelliciera;TETRAMERISTACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3
Peltanthera_floribunda;Peltanthera;LOGANIACEAE;1;2;3;0;2;1;0;0;1;1;5;0;5
Pentagonia_macrophylla;Pentagonia;RUBIACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1
Pera_arborea;Pera;PERACEAE;1;2;3;0;2;2;0;0;2;1;5;2;5
Pera_bicolor;Pera;PERACEAE;1;2;3;0;2;2;1;1;2;0;1;0;3
Pera_glabrata;Pera;PERACEAE;1;2;3;0;2;2;0;1;1;0;1;0;5
Pera_spp.;Pera;PERACEAE;1;2;1;0;2;2;1;1;2;0;1;1;4
Pereskia_guamacho;Pereskia;CACTACEAE;1;2;3;0;2;2;0;0;1;1;1;2;3
Perianthomega_vellozoi;Perianthomega;BIGNONIACEAE;1;2;3;0;1;2;0;1;1;1;5;2;2
Peritassa_SPP.;Peritassa;CELASTRACEAE;1;2;3;0;2;2;0;0;1;1;5;1;5
Perrottetia_longistylis;Perrottetia;CELASTRACEAE;1;2;3;0;2;1;2;0;1;1;5;0;5
Persea_americana;Persea;LAURACEAE;1;2;3;1;1;1;1;0;1;0;5;2;4
Persea_caerulea;Persea;LAURACEAE;1;2;1;0;2;1;0;1;1;1;5;2;3
Persea_venosa;Persea;LAURACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Petrea_volubilis;Petrea;VERBENACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3
Philadelphus_mexicanus;Philadelphus;HYDRANGEACEAE;0;1;0;0;2;1;0;1;1;1;5;2;1
Philadelphus_SPP.;Philadelphus;HYDRANGEACEAE;0;2;3;1;1;1;2;1;1;1;5;3;2
Phoebe_porosa;Phoebe;LAURACEAE;0;2;3;2;2;0;1;1;1;1;5;2;2
Phyllanthus_acuminatus;Phyllanthus;PHYLLANTHACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Phyllanthus_brasiliensis;Phyllanthus;PHYLLANTHACEAE;1;2;3;0;2;1;0;0;2;0;5;1;4
Phyllanthus_grandifolius;Phyllanthus;PHYLLANTHACEAE;0;2;3;0;2;1;0;1;1;0;5;1;3
Phyllanthus_salviifolius;Phyllanthus;PHYLLANTHACEAE;1;2;3;0;2;1;0;0;1;1;5;2;4
Phyllanthus_sellowianus;Phyllanthus;PHYLLANTHACEAE;1;2;3;0;2;1;0;1;1;0;5;2;1
Phyllostylon_rhamnoides;Phyllostylon;ULMACEAE;1;2;3;0;2;0;0;0;1;0;5;1;1
Physocalymma_scaberrimum;Physocalymma;LYTHRACEAE;1;2;3;0;2;0;2;1;2;1;4;1;2
Picramnia_pentandra;Picramnia;PICRAMNIACEAE;1;2;3;0;2;1;2;1;0;1;5;2;3
Picrasma_crenata;Picrasma;SIMAROUBACEAE;1;2;1;0;2;1;0;0;1;0;5;2;4
Pimenta_acris;Pimenta;MYRTACEAE;0;2;3;0;2;2;0;1;1;1;5;1;2
Pimenta_dioica;Pimenta;MYRTACEAE;1;2;3;0;2;1;1;1;2;0;5;1;4
Pineda_weberbaueri;Pineda;SALICACEAE;0;2;3;0;2;0;1;1;2;1;1;1;4
Piper_hispidum;Piper;PIPERACEAE;1;2;3;0;2;1;0;1;1;1;5;3;1
Piptocarpha_rotundifolia;Piptocarpha;ASTERACEAE;1;2;3;0;2;2;0;1;1;1;5;3;1
Pisonia_aculeata;Pisonia;NYCTAGINACEAE;1;2;3;0;2;1;0;1;2;0;0;0;4
Pisonia_cacerensis;Pisonia;NYCTAGINACEAE;1;2;3;0;2;3;2;1;1;1;5;1;2
Pisonia_zapallo;Pisonia;NYCTAGINACEAE;1;2;1;0;2;1;2;1;1;1;5;0;2
Pistacia_mexicana;Pistacia;ANACARDIACEAE;0;2;3;0;2;1;2;1;1;1;5;1;3
Pistacia_SPP.;Pistacia;ANACARDIACEAE;0;0;1;0;2;2;0;1;1;1;4;1;2
Platanus_lindeniana;Platanus;PLATANACEAE;0;2;1;0;2;2;0;0;1;1;5;2;2
Platonia_insignis;Platonia;CLUSIACEAE;1;2;3;0;1;1;1;1;1;0;5;3;2
Plenckia_populnea;Plenckia;CELASTRACEAE;1;2;3;0;2;2;2;1;2;1;5;0;2
Plenckia_SP.;Plenckia;CELASTRACEAE;0;2;3;0;2;0;2;0;1;1;5;1;5
Pleodendron_costaricense;Pleodendron;CANELLACEAE;1;1;3;0;2;0;1;1;2;0;5;1;4
Pleodendron_SP.;Pleodendron;CANELLACEAE;0;2;1;2;1;1;1;1;2;1;5;0;0
Pleonotoma_melioides;Pleonotoma;BIGNONIACEAE;1;2;1;1;1;1;1;1;1;0;5;0;2
Pleuranthodendron_mexicana;Pleuranthodendron;SALICACEAE;1;2;3;0;2;0;0;1;2;0;5;1;0
Pleurisanthes_flava;Pleurisanthes;ICACINACEAE;1;2;3;1;2;1;1;0;1;0;5;2;4
Pleurothyrium_spp.;Pleurothyrium;LAURACEAE;1;2;3;0;2;2;1;1;1;1;5;2;5
Plumeria_tarapotensis;Plumeria;APOCYNACEAE;1;2;3;0;2;3;1;0;0;0;1;0;5
Pogonophora_schomburgkiana;Pogonophora;PERACEAE;1;2;3;0;2;2;1;1;1;0;1;1;3
Polygala_SP.;Polygala;POLYGALACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Polygonanthus_amazonicus;Polygonanthus;RHIZOPHORACEAE;1;2;3;0;2;2;1;1;1;0;5;1;3
Polylepis_australis;Polylepis;ROSACEAE;1;2;3;0;2;2;1;1;1;0;1;3;2
Poraqueiba_guianensis;Poraqueiba;ICACINACEAE;0;2;3;0;2;1;1;1;1;0;5;1;2
Poraqueiba_sericea;Poraqueiba;ICACINACEAE;1;2;3;1;1;1;1;1;2;0;1;3;4
Posoqueria_latifolia;Posoqueria;RUBIACEAE;0;2;1;0;2;2;0;1;1;1;5;0;2
Poulsenia_armata;Poulsenia;MORACEAE;1;2;3;0;2;0;0;1;2;0;1;0;1
Pourouma_bicolor;Pourouma;URTICACEAE;1;2;1;0;2;2;0;1;0;1;5;2;2
Pourouma_minor;Pourouma;URTICACEAE;1;2;3;0;2;2;0;1;1;1;1;2;2
Pouteria_ambelaniifolia;Pouteria;SAPOTACEAE;1;2;3;0;2;3;0;1;1;1;4;2;4
Pouteria_attenuata;Pouteria;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;1;1;3
Pouteria_campechiana;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;2;1;2
Pouteria_chiricana;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;0;2
Pouteria_cladantha;Pouteria;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4
Pouteria_cuspidata;Pouteria;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;2;0;3
Pouteria_durlandii;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;1;4
Pouteria_egregia;Pouteria;SAPOTACEAE;1;2;1;0;2;1;1;1;1;0;1;0;3
Pouteria_eugeniifolia;Pouteria;SAPOTACEAE;1;2;3;0;2;1;0;1;2;0;1;1;3
Pouteria_gomphiifolia;Pouteria;SAPOTACEAE;1;2;3;0;2;1;0;1;2;0;1;1;4
Pouteria_hispida;Pouteria;SAPOTACEAE;1;2;3;0;2;3;0;1;2;0;1;0;4
Pouteria_macrocarpa;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;1;3
Pouteria_macrophylla;Pouteria;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4
Pouteria_pariry;Pouteria;SAPOTACEAE;1;2;3;0;2;2;0;1;2;0;1;1;4
Pouteria_ramiflora;Pouteria;SAPOTACEAE;1;2;3;0;2;2;0;1;2;0;1;2;3
Pouteria_sapota;Pouteria;SAPOTACEAE;1;2;3;2;2;1;0;1;2;0;0;1;3
Pouteria_speciosa;Pouteria;SAPOTACEAE;1;2;3;0;2;2;0;1;2;0;1;1;3
Pouteria_SPP.;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;1;0;2;1;4
Pradosia_ptychandra;Pradosia;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;0;2
Pradosia_schomburgkiana;Pradosia;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;2;1;4
Pradosia_SPP.;Pradosia;SAPOTACEAE;1;2;3;0;2;1;0;1;2;0;2;1;4
Prockia_crucis;Prockia;SALICACEAE;1;2;1;0;2;1;0;1;2;0;1;1;2
Protium_copal;Protium;BURSERACEAE;1;2;3;0;2;1;0;0;1;0;5;1;4
Protium_decandrum;Protium;BURSERACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Protium_guianense;Protium;BURSERACEAE;1;2;3;0;2;1;0;0;1;1;5;1;3
Protium_heptaphyllum;Protium;BURSERACEAE;1;2;1;0;2;1;0;0;2;1;5;0;3
Protium_paniculatum;Protium;BURSERACEAE;1;2;3;0;2;1;0;0;2;1;5;1;2
Protium_SPP.;Protium;BURSERACEAE;0;2;3;0;2;2;1;0;0;1;5;1;2
Protium_tenuifolium;Protium;BURSERACEAE;1;2;3;0;2;1;0;0;1;0;5;0;2
Prunus_myrtifolia;Prunus;ROSACEAE;0;2;3;0;2;2;0;0;1;1;5;1;2
Pseudosenefeldera_inclinata;Pseudosenefeldera;EUPHORBIACEAE;1;2;3;0;2;2;0;1;2;1;5;0;2
Pseudosmodingium_perniciosum;Pseudosmodingium;ANACARDIACEAE;0;2;1;0;2;1;0;1;1;0;1;1;5
Pseudoxandra_lucida;Pseudoxandra;ANNONACEAE;1;2;3;0;2;1;0;1;1;1;5;1;2
Psidium_galapageium;Psidium;MYRTACEAE;1;2;3;0;2;1;1;1;1;0;1;2;0
Psidium_guajava;Psidium;MYRTACEAE;1;2;1;0;2;0;1;1;1;0;1;1;3
Psidium_sartorianum;Psidium;MYRTACEAE;1;2;3;0;2;1;2;1;1;0;1;1;4
Psychotria_brasiliensis;Psychotria;RUBIACEAE;1;2;3;0;2;0;0;1;2;0;5;1;4
Psychotria_hazenii;Psychotria;RUBIACEAE;0;2;3;0;2;0;1;0;1;0;5;1;1
Psychotria_hoffmannseggiana;Psychotria;RUBIACEAE;1;2;3;0;2;1;0;0;1;0;5;2;5
Psychotria_leiocarpa;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;1;1
Psychotria_nuda;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;2;1
Psychotria_oncocarpa;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;2;5
Psychotria_pubigera;Psychotria;RUBIACEAE;1;2;3;0;2;0;0;0;2;0;5;2;4
Psychotria_ruelliifolia;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;1;1
Psychotria_SPP.;Psychotria;RUBIACEAE;1;2;1;0;2;0;0;0;1;0;5;1;1
Psychotria_suterella;Psychotria;RUBIACEAE;1;2;3;2;2;1;0;0;1;0;5;1;4
Psychotria_vellosiana;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;1;2
Ptelea_trifoliata;Ptelea;RUTACEAE;0;2;3;0;2;1;1;0;1;0;5;2;5
Ptilochaeta_nudipes;Ptilochaeta;MALPIGHIACEAE;0;0;0;0;2;2;0;1;2;1;4;2;0
Ptychopetalum_olacoides;Ptychopetalum;OLACACEAE;0;1;1;0;2;0;0;0;2;1;5;1;3
Pyrostegia_venusta;Pyrostegia;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;0;5;1;2
Qualea_albiflora;Qualea;VOCHYSIACEAE;0;2;3;0;2;2;0;0;2;1;4;2;5
Qualea_coerulea;Qualea;VOCHYSIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;0
Qualea_dichotoma;Qualea;VOCHYSIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;0
Qualea_dinizii;Qualea;VOCHYSIACEAE;1;2;3;0;2;2;2;0;1;1;0;1;0
Qualea_grandiflora;Qualea;VOCHYSIACEAE;1;2;3;0;2;2;0;1;1;1;4;2;0
Qualea_multiflora;Qualea;VOCHYSIACEAE;0;2;3;1;2;1;2;0;2;1;0;1;0
Qualea_rosea;Qualea;VOCHYSIACEAE;1;2;3;0;2;1;0;0;2;1;0;1;0
Qualea_SPP.;Qualea;VOCHYSIACEAE;1;2;3;0;2;3;0;1;1;1;5;1;2
Quassia_amara;Quassia;SIMAROUBACEAE;1;2;3;0;2;3;0;1;1;1;5;1;0
Quercus_group;Quercus;FAGACEAE;0;2;3;0;2;3;0;0;1;1;5;1;2
Quiina_amazonica;Quiina;OCHNACEAE;1;2;3;0;2;1;0;1;1;1;4;0;2
Quiina_cruegeriana;Quiina;OCHNACEAE;1;1;1;0;2;3;0;1;2;1;1;3;0
Quillaja_lancifolia;Quillaja;QUILLAJACEAE;1;2;3;0;2;1;1;1;2;1;5;1;4
Randia_aculeata;Randia;RUBIACEAE;0;2;3;0;2;1;1;1;1;1;5;1;2
Randia_armata;Randia;RUBIACEAE;0;2;3;0;2;2;0;1;2;1;5;0;1
Randia_capitata;Randia;RUBIACEAE;1;2;3;0;2;0;1;1;2;0;5;1;4
Rauvolfia_praecox;Rauvolfia;APOCYNACEAE;0;2;1;0;2;1;1;1;1;1;5;1;4
Remijia_amazonica;Remijia;RUBIACEAE;1;2;1;0;2;1;0;1;1;1;5;1;2
Retiniphyllum_SP.;Retiniphyllum;RUBIACEAE;1;2;3;0;2;1;1;1;1;0;5;2;2
Reynosia_septentrionalis;Reynosia;RHAMNACEAE;1;2;3;1;2;1;1;1;1;1;5;1;4
Rhabdodendron_amazonicum;Rhabdodendron;RHABDODENDRACEAE;1;2;3;0;2;0;1;1;1;1;5;1;2
Rhabdodendron_macrophyllum;Rhabdodendron;RHABDODENDRACEAE;1;2;2;0;2;1;2;1;1;1;5;2;3
Rhamnidium_elaeocarpum;Rhamnidium;RHAMNACEAE;1;2;3;0;2;1;0;1;2;1;5;1;3
Rhamnidium_glabrum;Rhamnidium;RHAMNACEAE;1;2;3;0;2;1;1;1;2;0;4;1;4
Rhamnidium_nipense;Rhamnidium;RHAMNACEAE;1;2;3;0;2;1;0;1;0;1;4;2;4
Rhamnus_humboldtiana;Rhamnus;RHAMNACEAE;1;2;3;0;2;1;0;1;2;1;4;1;3
Rhizophora_harrisonii;Rhizophora;RHIZOPHORACEAE;1;2;3;0;2;2;2;1;1;1;5;2;3
Rhizophora_mangle;Rhizophora;RHIZOPHORACEAE;1;2;1;0;2;1;0;1;2;1;4;1;3
Rhizophora_racemosa;Rhizophora;RHIZOPHORACEAE;1;2;3;1;0;1;0;0;2;1;5;2;2
Rhizophora_SPP.;Rhizophora;RHIZOPHORACEAE;1;2;3;1;1;1;0;0;2;1;5;2;2
Rhodostemonodaphne_grandis;Rhodostemonodaphne;LAURACEAE;1;2;3;1;0;1;0;1;2;1;5;2;2
Rhus_virens;Rhus;ANACARDIACEAE;1;2;1;0;2;2;0;0;1;1;5;1;3
Rhynchanthera_SPP.;Rhynchanthera;MELASTOMATACEAE;1;2;1;0;2;1;0;1;1;0;1;0;5
Rhytidophyllum_SP.;Rhytidophyllum;GESNERIACEAE;0;0;1;0;2;1;0;1;1;1;5;1;2
Richeria_grandis;Richeria;PHYLLANTHACEAE;1;2;0;0;2;1;0;1;1;1;5;1;1
Rochefortia_SP.;Rochefortia;BORAGINACEAE;1;2;3;0;2;2;1;1;2;0;5;1;4
Rollinia_annonoides;Rollinia;ANNONACEAE;1;2;3;1;2;0;0;0;2;0;5;1;4
Rollinia_exsucca;Rollinia;ANNONACEAE;1;2;3;0;2;0;1;1;2;0;5;1;0
Rollinia_mucosa;Rollinia;ANNONACEAE;1;2;3;0;2;2;0;1;1;0;1;1;3
Rollinia_spp.;Rollinia;ANNONACEAE;0;2;3;0;2;2;0;1;1;1;5;1;0
Rondeletia_cooperi;Rondeletia;RUBIACEAE;1;2;3;0;2;2;2;1;1;0;1;2;3
Roucheria_calophylla;Roucheria;LINACEAE;1;2;3;0;2;0;0;1;2;0;5;2;4
Roucheria_punctata;Roucheria;LINACEAE;0;2;3;0;2;2;0;1;1;1;5;2;0
Roupala_montana;Roupala;PROTEACEAE;1;2;3;0;2;2;1;1;2;1;5;1;4
Rourea_pubescens;Rourea;CONNARACEAE;1;2;3;0;2;2;1;1;2;1;5;1;3
Rourea_SPP.;Rourea;CONNARACEAE;1;2;0;0;2;1;2;1;2;0;1;3;5
Ruagea_insignis;Ruagea;MELIACEAE;0;2;3;0;2;3;1;1;1;0;5;1;5
Ruptiliocarpon_caracolito;Ruptiliocarpon;LEPIDOBOTRYACEAE;1;2;3;2;2;0;0;0;1;0;5;1;4
Ryania_angustifolia;Ryania;SALICACEAE;1;2;3;0;2;3;0;1;1;1;5;1;0
Ryania_speciosa;Ryania;SALICACEAE;0;2;3;0;2;2;0;1;1;1;1;0;2
Ryania_SPP.;Ryania;SALICACEAE;1;2;3;0;1;0;1;0;1;0;5;2;4
Sacoglottis_amazonica;Sacoglottis;HUMIRIACEAE;1;2;3;0;2;1;1;0;1;0;5;3;4
Sacoglottis_cydonioides;Sacoglottis;HUMIRIACEAE;1;2;3;0;2;0;1;0;0;0;5;3;4
Sagotia_racemosa;Sagotia;EUPHORBIACEAE;1;2;3;1;2;2;2;1;2;1;1;1;4
Salacia_SPP.;Salacia;CELASTRACEAE;1;2;3;1;2;2;1;1;2;1;5;1;4
Salvia_candicans;Salvia;LAMIACEAE;1;2;3;0;2;2;1;1;2;1;5;0;2
Samyda_SP.;Samyda;SALICACEAE;1;2;3;0;2;2;0;1;2;0;0;2;2
Sandemania_hoehnei;Sandemania;MELASTOMATACEAE;0;1;1;0;2;1;0;1;1;1;5;2;4
Sapindus_saponaria;Sapindus;SAPINDACEAE;1;2;1;0;2;0;1;0;1;0;5;1;4
Sapium_laurifolium;Sapium;EUPHORBIACEAE;1;2;3;0;2;2;0;0;2;1;4;1;0
Sapium_laurocerasus;Sapium;EUPHORBIACEAE;1;2;3;0;2;3;0;1;1;0;2;0;5
Sapium_stylare;Sapium;EUPHORBIACEAE;1;2;3;0;2;2;0;1;1;0;5;1;0
Sapranthus_microcarpus;Sapranthus;ANNONACEAE;1;2;3;0;2;1;0;0;1;0;2;1;5
Sapranthus_SPP.;Sapranthus;ANNONACEAE;1;2;3;0;2;2;1;1;1;1;1;0;2
Sarcaulus_brasiliensis;Sarcaulus;SAPOTACEAE;1;2;3;0;2;1;0;1;1;0;3;2;4
Saurauia_yasicae;Saurauia;ACTINIDIACEAE;1;2;3;0;2;1;0;1;1;0;3;2;2
Scalesia_helleri;Scalesia;ASTERACEAE;1;2;3;1;1;2;1;1;1;1;5;3;4
Scalesia_pedunculata;Scalesia;ASTERACEAE;1;2;1;0;2;1;0;1;2;0;5;1;4
Schaefferia_frutescens;Schaefferia;CELASTRACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1
Schefflera_decaphylla;Schefflera;ARALIACEAE;1;2;3;0;2;1;0;1;1;1;5;2;3
Schefflera_group;Schefflera;ARALIACEAE;1;2;3;0;2;1;2;1;1;0;5;1;2
Schefflera_vinosa;Schefflera;ARALIACEAE;1;2;3;0;2;2;0;0;0;1;5;2;2
Schinopsis_balansae;Schinopsis;ANACARDIACEAE;1;2;3;1;2;1;0;0;1;1;5;1;3
Schinopsis_brasiliensis;Schinopsis;ANACARDIACEAE;0;2;3;0;0;1;0;0;1;1;5;1;2
Schinopsis_lorentzii;Schinopsis;ANACARDIACEAE;1;2;3;0;2;2;0;0;1;1;4;2;2
Schinus_aff.;Schinus;ANACARDIACEAE;0;2;3;0;2;2;0;1;2;1;5;1;2
Schinus_molle;Schinus;ANACARDIACEAE;1;2;3;0;2;2;0;0;2;1;1;1;2
Schinus_spp;Schinus;ANACARDIACEAE;1;2;1;0;2;2;0;1;2;1;5;2;2
Schinus_terebinthifolius;Schinus;ANACARDIACEAE;1;2;1;0;2;1;0;0;1;1;5;1;2
Schlegelia_nicaraguensis;Schlegelia;SCROPHULARIACEAE;0;1;1;0;2;1;0;0;1;1;5;2;3
Schlegelia_parviflora;Schlegelia;SCROPHULARIACEAE;0;2;2;0;2;0;0;1;1;1;5;1;3
Scutia_spicata;Scutia;RHAMNACEAE;1;2;3;0;2;1;0;1;1;1;0;1;0
